content,cluster
今天是和我的信概论文搏斗的一天从早到晚从白天到黑夜脑汁都快榨干了元宇宙数字经济从零开始了解希望明天可以完成初稿虽然论文难度大但是日常生活还是有惊喜的有来自清华和贸大同学的支持和鼓励有阳光树影的点缀有粥和小吃的陪伴,2
太空漫游20圣诞限定礼盒12月愿岁月待你温柔如旧愿你亦不负岁月周六福官方你的圣诞礼物准备好了吗关注YOOSE有色周六福官方参与话题太空漫游20圣诞限定礼盒转发微博12月20日抽2位可爱粉平分100元京东卡将这份宇宙级浪漫送给心里的TA微博抽奖平台,2
消费股估值水平需分开看中国基金报记者经过今年的调整之后您如何看待消费板块的估值水平苗宇今年以来以白酒为代表的消费板块已经经历了一段时间的回调相较前期的高点而言估值水平是有所下降的吴越传统消费每年四季度通常都会出现一个风格上的反转原因来自于前三个季度涨幅比较大的赛道可能有收益兑现资金角度出现轮动由高位切入低位这也解释了短期消费出现反弹的原因但能否从一个反弹演变成为一个反转最核心还是要看基本面的状况而不是资金的状况伴随今年的调整整体估值水平又回到合理的状况如果从一个纯粹的超跌反弹的角度看现在这一轮的超跌反弹已经进入到了合理位置并不存在所谓的超跌大部分标的的估值又回到不错的估值水平所以可以提前开始布局杨建华当前消费板块的估值个人认为已经调整到合理区间甚至部分板块已经开始出现反弹我一直有个观点就是优质资产只要基本面向好它的估值是很难跌倒很便宜的位置的如果估值出现持续下跌突破了合理区间大概率还是基本面出现恶化现象这种便宜实际上反而是不能买入的梁杏消费板块里的估值水平也要区分比如其中的食品饮料板块估值相较于历史中枢还在中高位置明年可能还需要继续消化一段时间估值而医药板块由于今年持续的集采等政策使得市场情绪低迷个别细分子行业估值分位处于历史低位陈建军消费板块当前的估值水平不能一概而论消费板块中很多跌幅很大其实是因为业绩严重下滑所以即使跌幅很多估值并未更低当然其中有被市场错杀的品种业绩保持较高增速但是估价回调很多这相当于双向挤压估值所以估值就便宜了很多投资看中的是未来的成长性所以我们不要把中心放在静态估值上而应该找到未来成长性不错并且较为确定的行业或个股每次市场大回调都是给投资者一次再选择的机会我们要善于把握这样的机会优化持仓江勇经过了一年左右的调整估值水平整体比较合理不贵但也不算特别有吸引力谢屹估值来看非常多的行业已经在合理区间以历史长期估值平均水平作为基准目前我们看到相当部分消费品公司估值溢价已经在20以内而在1年以前他们的溢价大多在60以上所以估值回归还是非常明显的我们觉得随着明年盈利逐步增长股价大概率会反应出来当然也存在部分目前依然高溢价的公司这些可能需要谨慎一些传统消费龙头新型消费被看好中国基金报记者消费板块涉及子行业众多在您看来哪一些细分领域更值得布局苗宇个人认为白酒行业值得关注一是因为目前白酒已经处在量平价增的生命周期我国市场上300元以上白酒的销量不到3未来高端化成长空间较大我们看到次高端和高端酒正处在快速结构升级阶段二是当前白酒经销商库存合理名酒价格平稳因此判断明年白酒仍有结构性机会另外我也会关注部分新消费品带来的机会例如新能源车就属于此类标的这些行业比较新包罗万象需要基金管理人逐一分析寻找里面具有核心竞争优势的企业进行投资吴越在代际变迁下新的消费偏好带来的投资机会值得关注目前来看我觉得重点应该是三个方向第一个是女性消费力量第二个是居家类消费第三个是偏老龄化驱动的消费过去三五十年间伴随着整个中国国力的提升还有消费水平的提升它最后改变的一代人他们的思维消费理念这是一个代际上的变化然后是人口老龄化老龄化其实不是消费行为的变化更多的是来自数量化来自人口红利的驱动是一个量化的东西这两点会是我们在新兴消费领域可能会比较关注的几个赛道杨建华从选股逻辑上那些能够提供更好的产品满足消费者更高需求的公司都值得布局因此继续看好有消费升级创新属性的细分领域如白酒奶酪激光投影等领域梁杏消费板块有两大特点第一长期向好第二可投方向众多除了占比较高的食品饮料和医药之外还有家电汽车农林牧渔游戏影视等细分行业连医药板块都还可以在进一步细分我们去年年底认为食品饮料今年可能跑不赢沪深300指数主要原因也很简单食品饮料行业近几年的盈利增长就是百分之十几二十的增长但是去年年底到今年年初整个指数的估值能到六七十倍这更像是科技股的估值估值超出了盈利的支撑范围所以这就是我们为什么会判断进入调整甚至要比较长时间来消化的原因明年下半年可能比上半年好但是食品饮料从长期的角度来看具备很高的投资价值2020年底开始往前推20年申万一级行业的收益率里食品饮料是遥遥领先的第一名医药可以分为中药化学药生物医药医疗器械医疗服务医药流通和医药零售生物医药是药物里面我们觉得成长性和未来最看好的所以做了一个生物医药ETF医疗器械和医疗服务是非药的部分里我们长期看好的所以就打包做了一个医疗ETF不管是生物医药指数还是医疗指数中报业绩我们会看到有6070的增长三季报也有4050的增长这些都是扣非以后的业绩增速今年以来由于多项集采和创新药临床规范政策等的不断出台使得板块受到情绪上压制生物医药医疗等细分子行业处在百分之十几的历史分位我们认为目前医药板块处在左侧可以考虑分批布局家电2019年年底往前推20年申万一级行业收益率比较的第3名仅次于食品饮料和医药行业但是由于2020年旅游免税涨得比较凶就把过去20年家电行业的涨幅挤到了第四家电的长期配置价值不错家电有两条长线逻辑一条是小家电增速可观另一条是智能化家电短期家电受地产周期下行和原材料涨价影响较大汽车行业当前处在一个新能源汽车加速爆发的阶段新能源汽车也是汽车所以汽车板块起来也非常快2020年上半年疫情爆发之后由于很多可选消费没有人去消费了汽车销量出现了短延时暴跌今年由于低基数叠加行业自身的恢复出现了高景气高增长的局面汽车行业的两大方向是新能源化和智能化汽车ETF和市场上的新能源车ETF以及智能汽车ETF的区别在于汽车ETF中的整车和零部件占比要比新能源车和智能汽车高很多养殖行业猪价上半年的下跌超出了整个市场的预期最近猪价因为季节需求和国家收储有一些支撑和反弹但从能繁母猪的边际变化情况来看今年6月出现顶点后续环比数据持续下滑分析师普遍认为行业拐点很有可能在明年二三季度彻底出清了之后才能到来目前是布局左侧的机会游戏行业前期受到政策影响表现不佳后受到元宇宙概念炒作的带动走势上出现了暴涨暴跌的情况但今年游戏行业的基本面较为不错前三季度盈收稳步增长国内海外两开花建议投资者以平稳心态看待不去参与短期炒作影视行业也属于可选消费作为受到疫情直接冲击的行业影视行业这两年跌幅明显市场关注度也并不高不过自从去年下半年电影院重新开业行业开始走在了复苏的道路上从基本面的角度影视行业业绩明显回暖随着行业逐渐恢复2021年上半年营业收入已可以覆盖影院租金折旧和摊销等固定成本中证影视主题指数一季度二季度毛利率净利率均高于去年同期水平且估值处在历史相对偏低水平经历过去几年疫情和政策洗礼后影视行业目前进入长期底部行业出清后具备长线投资价值陈建军值得布局的领域主要分两大方向一个方向是渗透率很高的传统消费传统消费投资更倾向于选择竞争力最强市场份额在提升的行业龙头另一个方向是渗透率较低的新型消费比较适合赛道式投资布局稍微分散综合来看无论是传统消费还是新型消费其中的高端消费领域胜率更高江勇相对来讲我们更加关注食品饮料板块很多白酒股的PE大概在30多倍食品股大概在20多倍不算是特别贵医药板块我们相对谨慎一些医药景气板块的估值仍然偏高便宜的板块有些受到了集采影响或者长期前景欠佳投资机会相对少一些谢屹的确消费是非常宽的一个主题和居民支出相关的大部分行业都属于消费我们觉得还是看长期增长确定性较高的行业和个股比如食品白酒轻工里面的一些必须消费品以及消费电子消费建材等食品和必须消费品本身是稳健上升的周期性并不强理论上任何时刻都可以参与当然前提是价格合理而白酒消费建材等则属于周期性相对较强的消费品他们在现在这个时刻参与可能会更好一些因为当前阶段本身是经济体周期性的底部而消费电子和上游的半导体等行业则有各自相对独立的逻辑现阶段看也是比较好的参与时机借用FOF思路布局消费主题基金中国基金报记者如果普通投资者借道消费基金参与您认为应该如何筛选主动还是被动产品哪些风险点需要注意苗宇考虑到消费品各细分行业的生意属性成长空间不同企业质量之间分化较大而且一些新消费标的现有市值在指数中的权重仍比较低因此我个人认为主动产品更能帮助投资者全方位把握消费升级的投资机会投资者在选择合适自己的产品时可以参考过往长期业绩排名基金公司规模和投研实力等因素如果投资者认可高质量发展进程中消费升级的投资逻辑建议大家树立长期投资的理念中长线投资布局避免追涨杀跌分享消费升级大背景下优质企业业绩持续增长的回报吴越目前整个消费板块的位置基本上已经到底了后面越来越像是反转而不是反弹所以现在这个时点可以关注消费板块但目前这个时点我不建议大家靠自己的能力和理解去寻找所谓的消费黑马或有可能变成伟大公司的这种潜在的非常犀利的标的现在不是一个爆发式增长的需求红利大量存在的时代黑马变白马的概率在大幅缩减想要去找一个二三线公司弯道超车变成龙头非常困难普通投资者在信息的完备性深度研究的完整度上没有机构投资者有优势因此借助消费基金布局是较优选择杨建华选主动还是选被动关键还是要看投资者的预期收益水平和风险承受能力陈建军普通投资者可以把自己定位于FOF基金经理可以选主题基金自己再做组合比如看好新能源科技医药消费等赛道那么同时布局相关的主题基金可以主动型也可以被动型某个板块超跌的时候可以适当加点仓某个主题超涨的时候适当降低点仓坚持长期主义相信这样比自己判断板块轮动追涨杀跌效果要更好因为长期看这几个板块前景都非常好但是短期的涨跌市场的风格却很难判断这样做既可以不错过板块的收益更重要的是还能保持好心情江勇从过往经验看很多擅长消费股的基金经理创造了长期较好的超额收益今年以来消费板块表现疲弱消费类基金普遍业绩不佳投资者需拉长时间来看待其业绩表现优选长期业绩和风险控制较为出色的消费类基金风险方面虽然消费类基金在权益类基金中不算是波动非常剧烈的但是作为权益类产品仍然可能有较大的波动性另外如疫情进一步加剧的话对消费类基金或仍有冲击谢屹我们觉得主动基金肯定会好一些原因就在于他的覆盖面比较广可以有选择个股的空间也自然有和基准做出差异也就是超额收益的可能性如果一个行业很小可选的范围很窄个股就十来个那主动基金也就只能选这几个标的其结果是和被动指数基本没有差异这类主题其实买被动产品就可以了而消费可以给选股带来巨大的空间消费行业也通常是牛股集中地提供了大量可选的优秀标的这类行业或主题是有主动管理的价值的所以主动产品会相对好一些收起d,1
今天下午元宇宙私董会深圳站是关于以元宇宙爱来啦为文化IP打造为核心的1个亿元宇宙流量平台的私募股权投资基金说明会会上关于投资是什么如何投资获得收益文品创始人进行了详细说明用他十多年做投资基金的经验告诉大家谢俊说明了怎么投元宇宙文创IP的意义与方法镜湖资本当场领投202000万收起d,2
左手法国大革命右手美国兴衰史心系宅基地改革不忘探究元宇宙未来咱就是说咱的大学太丰富多彩了啥都掺一脚啥都学不精本人,2
Argiletz召唤星际锦鲤免单惊喜和宇宙浪漫让你11拥有关注StarNameRegistryArgiletz带话题来自星星的礼物卷发晒出你的购物车双十一当天抽1位幸运星赠送50元天猫卡微博抽奖平台更多福利猛戳原博O抽奖详情,2
回复是Eleanora下一个变革社会的技术可能是智能家居实现养老自动化彻底终结逼婚的理由包括吸尘器和扫地机器人这种水平的智能清洁电器貌似挺低级的没什么媒体炒概念对比共享单车新能源车元宇宙商业航天追觅和云鲸却赚钱快的吓人,2
ipad壁纸宇宙元,2
网易公布面向元宇宙的下一代互联网技术架构在今天杭州举办的网易创新企业大会上网易首次公布其面向元宇宙的下一代互联网技术架构并推出其虚拟人SDK软件开发工具包有灵沉浸式活动系统瑶台秀出元宇宙肌肉界面新闻,2
bala元宇宙玩那,2
惟妙惟肖的机器人听诊器被小朋友玩明白了中国桃源元宇宙科幻电影的世界观和特效哪个更重要L陈震融资难找华振的微博视频,2
林左鸣元宇宙应该是数字平行世界O林左鸣元宇宙应该是数字平行世界,2
bala元宇宙哇好运来袭我抽中了慕云199506的现金红包你也快来试试手气吧比比谁抢得多O慕云199506的红包,2
bala元宇宙晚好,2
bala元宇宙非常不错非常坚挺,2
虚拟网络帝国的国王有蛮大的权力相当于有政权的执法权所以网络世界的元宇宙就相当于政变夺权去中心化张捷观察谁是谁非任评说回复Jeff济贫新浪领导亲自关怀下把真名加上了Jeff济贫咦您改微博名了,2
话题太空漫游20圣诞限定礼盒超级鸡车全国总部你的圣诞礼物准备好了吗关注YOOSE有色超级鸡车全国总部带话题太空漫游20圣诞限定礼盒转发本微博1220不过滤抽2位鸡米花送50元京东卡将这份宇宙级浪漫送给心里的TA微博抽奖平台,2
认知的三个层面在第一个层面你看到的是相是万事万物出现在你面前的样子你理解和看见的是即时的表象的的信息看山是山你能运用你大脑固有体系里的认知面对和处理问题如果你从小拥有良好的教育或思维习惯那么你是幸运的假如你没有获得一套开放趋近于正确原则的行为习惯你就需要花更多精力去调整它但无论如何在这个阶段的你都是自动自发的停留在相的层面大多数人就是这样在一套自动化的体系里度过一生在第二个层面你看到的是人性规则你会发现这个世界虽然纷繁复杂但是就如物理定律一样竟然也有一套法则有一条条隐含的规律人性如此事儿也如此认知到这个阶段的人要做的是学习自律和拿捏学习是因为不同世界领域的法则是不一样的因此有了查理芒格的多元思维模型想要足够开阔就需要涉猎尽量多的领域的基本思维模型好在每个领域的底层规则足够简单我们不需要深究自律是因为规则往往是反人性的没有自律加持懂得也没有意义拿捏是因为规则并非非黑即白而是阴阳平衡正确需要度量而非简单判定人在这个阶段就需要修炼很久了这类人往往可以被称为智者另外认知到行为不到没有意义讲究知行合一到达这个层面的人成为实干家在第三个层面你能看到在规则之上实质是虚无一切有形的东西归结于简单的一目前能理解到的这个一的本质是运动或者叫信息而这个运动或信息到底是什么无从得知佛教所说色即是空空即是色可能源于此人类的发展方向即科学技术的发展就是无限趋近于这种空信息技术革命的长期方向类似元宇宙虚实结合就是无限趋近于空因为世界本空到达这个层面的人是宗教导师是科学宗师宗教是以认知推理的模式理解世界的空科学是以理性逻辑的方式计算推导世界的空这个层面的追逐以人类目前的智力能力是没有尽头的因为人脑算力人的寿命有限AI的超级算力未来是否可实现世界本源的推导未知但人类突破智能算力这一节点后迎来的智能大爆发不要太可怕收起d,2
读书邮箱转发赠书读客科幻文学奖这个奖金喜人明年参加科幻大赛吗朋友们转发并关注读书邮箱125日将随机抽3个朋友送银河帝国1基地元宇宙是人类未来吗,2
aespa出元宇宙,2
O网页链接Squid基金会与GameProtocol达成战略合作GameFiProtocol旨在打造一个GameFi元宇宙生态下Steam以满足目前的市场需求即能提高资金使用率又能扩展GameFi的用户边界平台化模式的GameFiProtocol将致力于成为GameFi的门户用户可以通过平台参与平台上已有的任何游戏而游戏开发商也可以通过GameFiProtocol发布自己的游戏和传统GameFi运作不同的是GameFiProtocol更强调上线可玩性高的现象级游戏并为合作的游戏开发商提供从区块链技术游戏资产NFT化通证经济模型社群推广游戏上线合规服务等全方位服务自Squid社区完全去中心化后Squid社区展现出了前所未有的潜力经过社区早期管理者与社区的推荐经过与JM协商由JM带着早起的管理委员会成立基金会Squid基金会旨在联合社区成员与各方力量打造下一个Gamefi的世界让更多人沐浴其中一针对鱿鱼社区空投1GameFi将针对鱿鱼所有持币用户空投价值10万美金的GFI代币其中50空投给链上用户根据12月5日快照持仓超过1000个squid的地址50空投给BKEX活跃squid持仓用户详细看bkex官网公告2即将在SquidDAOJM举办GamefiprotocolAMA二联合转推活动GamefiProtocol官方发起转推活动转发12月6日GameFi首发币安NFT盲盒预售转发相关推特并三个人瓜分2000个挖矿系数为1的GameFiMeowBoxNFT可参与NFT挖矿获得GFI三GameFi基金会公布之前的二级加持记录已经购买了50万个鱿鱼支持鱿鱼加密社区建设收起d,2
你听说过元宇宙链游吗知道当今风靡全球的Axie农民世界链游让人一夜暴富的故事吗如果你不知道就真的OUT了RACA元兽链游10月29日刚上线是目前1个月就回本的暴利链游2021年最风口项目元宇宙链上游戏1RACA元兽回报率高操作简单背后有特斯拉创始人世界首富马斯克的支持其次马斯克的妈妈是RACA经理人币安CEO赵长鹏也为其站台2适合个人快赚可实地考察每周六现场开蛋任何形式的验证赚钱3投入有3种方案A最少RMB2500可参与B建议25wC最优7w目前1个月回本越早参与越暴利4罗张恩波浪理论参与发起的CL链游公会团队化运作提供全程保姆式724小时游戏托管你只作财务投资人即可躺赚5联系CL链游公会罗张恩老师QQ微信836168951名额有限抓紧报名收起d,2
恋与制作人婚纱恋与制作人做了一款婚纱有的人说好棒啊穿上这个婚纱是不是就有和他结婚的感觉了也有人说好难过啊像是穿着你的婚纱嫁给了别人为什么一个游戏会让我们有吃醋的感觉为什么明明只是虚拟的人物竟然会牵动我们的内心难道这就是元宇宙么或者说爱到底是什么我们真的可以对不存在的人产生情愫么其实只要有这几个必要因素就可以产生爱情感官吸引好看的原画撩人的声音是杀手锏声音所包含的信息量与文字相比是指数级别的增加人类仅仅凭借声音就能够幻想出对方的完美的人设甚至是后续的故事声带本身就是爱情的发生器情绪价值完美的人设和优秀的故事剧情是一切故事发生的基石现实中一个人的魅力是要通过经历来塑造的我们需要去体验或者需要听对方来分享故事所以情场老司机往往都有说不完的故事故事会波动我们的情绪只要我们沉浸其中就会产生爱意现实中这个过程可能很漫长可在游戏中人们只要轻触屏幕就可以体验过山车式的情绪变化甚至这个过程还有互动和好看的原画认知挑战忽冷忽热是从好感跨越到喜欢的秘籍这就是我们常说的吊胃口心理学上叫禁果效应越让对方猜不透捉摸不透就会越激起对方的占有欲最聪明的驯服方法就是永远让对方不断的投入对你欲罢不能游戏里的氪金点的设计都是如此就像小王子里说的你之所以爱你的玫瑰花是因为你付出的足够的多当你不断氪金不断攻略对方的时候你就已经让自己沦陷了ps有时候我就在想虚拟人物的恋爱体验这么好为什么我们还要费劲在现实中恋爱啊在元宇宙来之前我们这些活在三次元的生物是不是该加加油了情感暖冬行动微博新知博主收起d,2
比特币超话狙击社区之技术讲解15区块链元宇宙数字货币财经区块链以太坊合约L区块链狙击手001的微博视频,2
太空漫游20圣诞限定礼盒一目ぼれする与你相遇是缘份芯烨星星机你的圣诞礼物准备好了吗关注YOOSE有色芯烨星星机并带话题太空漫游20圣诞限定礼盒转发本条微博12月20日抽2位送50元京东卡将这份宇宙级浪漫送给心里的TA,2
不记得上次微博日记写到哪里随便写写哈吃饭的能力还是跟着心情走比如今天中午心情很好炖菜和年糕汤都吃光了晚上不怎么样就买了个小生煎包和半个鸡腿意思就是努力均衡饮食怎么也得补充蛋白质和同学视频的时候她说你有狗狗眼诶你这样看着我你随便提要求我都要答应着实是姐妹之间不过脑子的吹捧我遂答之傻狗那是因为我戴了隐形眼镜晚上进行了一些方案的改十分钟前发现自己手上的铅笔已经是烧酒瓶了其实只喝了两口最突然想起来个好笑的昨天去打拳打到最后一边狂哭一边打那个沙包隔壁美女教练以为我受伤了赶紧冲过来我跟她支支吾吾后把我领到了楼下请我吃蛋糕我说这我拳不是白打了吗她就笑笑说你到底吃不吃我说不行我过意不去我把钱还你她说你买瓶可乐给我吧结果我就买了一瓶可乐吃着美女给我买的三十五元的蛋糕好夸张美女好好感觉有被生活狠狠拿捏了但吃蛋糕和美女拥抱的时候我觉得我一拳就能把生活里的困难锤烂如果你能看到这里不管你谁我都祝你生活顺利我大概是有点困了昨天晚上三点猛然坐起来开始发呆五分钟后爬下床看起了书只能说宇宙尽头就是社会学当然凌晨看书很不好冻得我有点头痛我觉得我不要想任何关于情感看完觉得自己无知愚蠢想起上段时间自己居然在喜欢一个人我确实没啥资格想乱七八糟自己连自己的心思都没认清楚多少次我都只会掉回几年前的花多点时间学习吧倒不是说有多可惜头都下到地下去了连拿起来的心都没有了我太无知又愚蠢了好几年没试过九点起床精神高度紧绷但完全不知道紧绷个啥劲我克服了好多东西我觉得有些人会觉得自己好惨但世界真的无情也温柔现在就是最好的了我觉得世界还是偶尔会爱我的带着我做了很多正确的决定我希望我好好赚钱以后能和钟老师近点能请钟老师吃饭呢能带妈妈去一个冬暖夏凉的好城市定居给妈妈和我很好的生活我靠这个酒还蛮上头的但大家我没酗酒哈收起d,2
你听说过元宇宙链游吗知道当今风靡全球的Axie农民世界链游让人一夜暴富的故事吗如果你不知道就真的OUT了RACS元兽链游10月29日刚上线是目前1个月就回本的暴利链游2021年最风口项目元宇宙链上游戏1RACA元兽回报率高操作简单背后有特斯拉创始人世界首富马斯克的支持其次马斯克的妈妈是RACA经理人币安CEO赵长鹏也为其站台2适合个人快赚可实地考察每周六现场开蛋任何形式的验证赚钱3投入有3种方案A最少RMB2500可参与B建议25wC最优7w目前1个月回本越早参与越暴利4罗张恩波浪理论参与发起的CL链游公会团队化运作提供全程保姆式724小时游戏托管你只作财务投资人即可躺赚5联系CL链游公会罗张恩老师QQ微信836168951名额有限抓紧报名收起d,2
好了关闭微博了下次不要再中计来发微博了哈就算是元宇宙也无法解决人类的衣食住行的实际问题嘛一切还是要回归现实物理世界哈,2
冬天更要补充VC喜欢冬天的阳光元宇宙Luna128帅哥Luna的银发,2
转电商平台就是商业地产的网络化网店差不多就是小店和地摊儿直播带货就是地摊上的叫卖大家都开始叫卖的时候其实也就没啥区别了还额外带来了噪音某种程度上说我们已经生活在元宇宙里面了线下是物理的面对面交易线上就是电子的信息流,2
堡垒yydsMADAO注孤生百分百椎名园长太牛逼了雷电BlueCube真正的元宇宙LostYao卧槽怎么除了蜘蛛侠还有马库斯和凯特,2
元宇宙最近特别火听说好多资本大佬都在提前布局元宇宙最近歌手林俊杰以123万美元购买了三处虚拟土地前段时间有人以243万美元的历史最高价拍到一处虚拟土地近几天又有人以430万美元刷新了这一记录让人不断刷新对虚拟土地价格的认知真是资本无极限哪其实我对元宇宙的认知是从抖音刷到数字虚拟人柳夜熙开始的我想了解元宇宙到底是啥啊勾起了我的好奇心元宇宙这一词诞生于1992年尼尔斯蒂芬的科幻小说雪崩小说描绘了一个虚拟现实世界每一个人都有一个数字化分身脱离物理世界在一个始终在线的平行数字世界人们能以虚拟人物的形态在其中生活工作元宇宙Metaverse就是超越宇宙的概念一个平行于现实世界的人造空间一个集体虚拟空间可以理解为无政府状态的有序空间吗反正长大以后了应该有人管了吧元宇宙是去中心化的去中心化就是基于区块链技术的分账式管理没有中心就是处处是中心特质包含数码持久化和同步就是你可以永久持有该数码产品而且用不消失比如虚拟土地还有你买了一处虚拟房产元宇宙的其他端口就会同步收到你产权变更信息元宇宙第一股Roblox公司给元宇宙定了八大要素身份朋友社交属性沉浸感真实性和代入感低延迟随时随地经济系统文明创造和创新中国新闻周刊收起d,0
开一个索引贴置顶实时汇总更新精华内容小猪简介财经评论员知名财经大V一个有情怀的职业投资人微博元宇宙和氢能源板块投资的播种人2021年以来单月实盘最好成绩超120起步于雪球成长于摩尔发力于微博擅长精准把握赛道专注基本面分析以独特视角挖掘成长型公司勤奋调研笔耕不辍其特色鲜明文风清新分析精准的个人研报深受投资者喜爱经典投资案例投资乐视网10倍收益并及时退出2021年5月以来精准把握了碳中和板块的电力长源电力碳汇岳阳林纸光伏中来股份启迪设计储能上能电气锂电盐湖股份久吾高科氢能源美锦能源厚普股份10月坚定地做出元宇宙有大行情的判断并全仓参与投资理念分享投资逻辑与牛股一起共成长小猪V会员特别权益1可实时获取小猪百万实盘操作和持仓明细2个人独家研报3不定期直播分享4微博VPLUS会员专属群交流5专属图片6免费问答7评论靠前展示8专属红包9小猪文学小说作品阅读等超值专属特权小猪V至尊会员订阅链接O网页链接小猪V至尊会员群链接小猪爱上牛的V涨停板研究院特别提醒不荐股只分享实盘逻辑操盘方法和投资理念除微博V外没有任何付费服务也没有委托任何个人和机构请注意甄别重要内容索引小猪实盘翻番记录L小猪爱上牛的微博视频小猪实盘盈利解析L小猪爱上牛的微博视频元宇宙号角10月21日小猪直播O网页链接元宇宙逻辑10月23日小猪直播O网页链接元宇宙分析10月27日小猪直播O网页链接元宇宙行情10月31日小猪直播O网页链接元宇宙火多久11月1日小猪直播O网页链接元宇宙不仅是概念11月4日小猪直播O网页链接元宇宙的持久度11月10日小猪直播O网页链接元宇宙前瞻11月11日小猪直播O网页链接元宇宙硬件谈11月15日小猪直播O网页链接元宇宙的风险提示11月16日小猪直播O网页链接年前投资机会分析12月2日小猪直播O网页链接降准后大盘预判和元宇宙氢能源的战略机会12月12日直播O网页链接牛市回忆录O牛市回忆录二创业板的崛起微博公开课小猪讲VO网页链接小猪微博10万文章精选中信国安O网页链接江特电机O网页链接中国宝安O小猪点金谁将接棒万科成为大佬举牌真爱海达股份O网页链接收起d,0
海马商城DTC开启屏宇宙嘿伙计小马哥已申请加入屏审团你还在等什么11月16日TCL华星全球显示生态大会报名通道已开启戳O网页链接秒变屏审团海马商城TCL华星DTC开启屏宇宙转发本条1118抽2位平分200元京东卡DTC2021微博抽奖平台,2
修功白阳多逍遥不脱红阳苦奔劳心血费尽把钱捞万贯家财红尘抛无极大令空中照专宣皇家真灵豪迷失皇家元灵子快归新盘白阳道经文引导归正途疑神疑鬼说邪道佛法因缘来转变白阳新法来显现无极大令传妙法用心悟明才知晓白阳新法明大事自己为大学老套顽固不化难提高白阳新法通万道修好自己心灯亮自性皈依白阳道悟通新法道理明都走白阳得重生圣洁灵魂苦煎熬走上白阳灵性高想走光明白阳界修炼合格自会到人间莫要起贪心贪欲是魔要曲分娑婆世界要小心污浊恶世迷魂阵设置考场来选贤优选劣汰是自然万灵各有成绩单宇宙奥妙玄中玄修好自己灵出关各有使命努力干上天选用真心贤真心正果上新盘白阳盘上灵性妙自修自悟自性高南无天元太保阿弥陀佛收起d,2
真丝地毯对啊肉身放哪合适元宇宙LCoco奇妙物语的微博视频,2
看看我这个小可爱吧整点读书转发赠书第一届读客科幻文学奖颁奖典礼有戴锦华老师耶整一个蹲住围观直播并转发关注整点读书12月4日将随机抽3个朋友送银河帝国1基地元宇宙是人类未来吗O抽奖详情,2
叠纸你的元宇宙开始造了吗我们终将在二次元相遇,2
高速增长时代一起不复返丧失投资价值过去互联网行业是高速增长的行业培育出了阿里巴巴腾讯等超级大牛股如今微信也好淘宝拼多多也罢其用户量增速越来越慢毕竟互联网公司的主要市场是国内市场而其用户数量已经接近天花板想要再在用户增量上做文章空间越来越小于是就有人说互联网行业市场空间已接近饱和高增速时代一去不复返所以互联网板块没有投资价值了这一论断貌似有理其实是谬论高速增长时代一起不复返丧失投资价值例如白酒行业早已告别高速增长时代进入中低增速的成熟期但茅台泸州老窖等龙头企业股价一路走牛最近六年多茅台股价涨了10多倍再比如空调行业的龙头格力在空调行业增速飞快的时期格力的股价反而没涨多少而在行业进入成熟期之后格力的股价却一飞冲天给投资者的回报多达50倍此外虽然互联网巨头们的用户数量已接近天花板但不代表其业绩空间也接近了天花板因为和白酒空调等消费品行业不同互联网科技行业能够不断挖掘和创造人们的新需求再例如最近火爆的元宇宙其想象空间和市场空间无比巨大谁能搞出真正的元宇宙除了腾讯阿里字节美团这些互联网巨头之外还有其他公司有这个能力么元宇宙股票收起收起d,0
区块链财经欧洲人的区块链世界一大批国外首领正在研磨时光机财经比特币超话区块链超话区块链元宇宙O网页链接,2
虚拟化身随着元宇宙的普及之后服装行业一部分会转战虚拟市场虚拟定制的身体将会大热2杭州,2
林饭恩何不笑三个寻衅滋事级问题1很明显2不会的3靠元宇宙呗五花王II转发,2
哇咔咔整点读书转发赠书第一届读客科幻文学奖颁奖典礼有戴锦华老师耶整一个蹲住围观直播并转发关注整点读书12月4日将随机抽3个朋友送银河帝国1基地元宇宙是人类未来吗O抽奖详情,2
冯唐走去元宇宙,2
黑客帝国4元宇宙,2
元宇宙土狗有毒吧我20个BNB进去半个小时03个BNB出来,2
四季度以来大盘逐渐步入了鸡肋阶段尤其国庆节之后更是颓势尽显在10月演变成短线屠宰场之际游资不失时机在11月业绩真空期间取代机构逆势而上发动了一轮次新股元宇宙汽车配件三大题材为核心的集中炒作还见缝插针间歇性轮动了军工芯片半导体食品饮料农业等板块但时间刚转入12月才没几天游资突然就怂了元宇宙作为11月首发题材成建制的震荡走低或标志着游资题材线正走向衰弱次新在拓新药业停牌时亦有所表现如果不是外围疫情泛滥延缓了次新医药股的退潮时间次新大概率早就卒了因为次新完全靠情绪驱动且向来有A杀的传统唯一具有些持续性的板块也就剩下汽车配件了汽配板块属于新能源车的下游补涨性质因为有实际业绩数据支撑和逻辑验证故而走的虽然坎坷但相比之前来势汹汹的元宇宙板块持久性更强一些也比纯题材炒作的次新板块更贴近现实由此可见在未来的股票市场大趋势仍然是由机构主导而非游资主导机构操盘思路是重逻辑轻情绪传统的玩法如果不适时叠代做出调整必然会因为跟不上市场的新节奏而遭受不必要的损失收起d,1
